магазин,дата парсинга,наименование,цена
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Сырок творожный глазированный А.РОСТАГРОКОМПЛЕКС Малина в молочном шоколаде 26%, без змж","64,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,Продукт творогосодержащий ДЛЯ ЗАВТРАКА Для сырников и запеканок 23%,"129,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт ЧУДО Банан, клубника, манго 2%, без змж","83,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт молокосодержащий 365 ДНЕЙ Сгущенка с сахаром 1%, без змж","45,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт биокефирный ДОМИК В ДЕРЕВНЕ 1%, без змж","99,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт термостатный КОЛОМЕНСКИЙ Земляника 5%, без змж","139,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой VIOLA Clean Label с манго 0,8%, без змж","69,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт йогуртный FRUTTIS Клубника/Персик 5%, без змж","27,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Напиток молочный COFFEE BREAK Cappuccino 1,3%, без змж","78,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Биойогурт детский ТЕМА Банан, земляника 2,5%, без змж","44,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Коктейль молочный ультрапастеризованный ВАУ МЯУ! Ванильное мороженое 3,2%, без змж","32,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Коктейль молочный NEO Карамель, латте высокобелковый 0,3%, без змж","139,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Биотворог ДОБРЯТА Клубника 4,2%, без змж","35,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт йогуртный CAMPINA Нежный с соком вишни 1,2%, без змж","19,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Коктейль молочный РАСТИШКА Бананово-клубничное мороженое 2%, без змж","48,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,Молоко VIOLA UHT обезжиренное,"139,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Молоко ультрапастеризованное 365 ДНЕЙ 2,5%, без змж","31,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Молоко пастеризованное БУРЕНКИНО 3,2%, без змж","64,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Биотворог ДОБРЯТА Персик 4,2%, без змж","35,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт йогуртный FRUTTIS Вишня/Черника 5%, без змж","27,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Молоко пастеризованное топленое ЛЕНТА 3,2%, без змж","54,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Соус G-BALANCE Греческий Дзадзики 6–8%, без змж","154,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Напиток кисломолочный LET'S GO Малина, пломбир безлактозный высокобелковый обезжиренный, без змж","169,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Коктейль молочный ЧУДО Ванильный пломбир 2%, без змж","149,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой ЧУДО Клубника, киви 1,9%, без змж","134,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Масло сливочное ВЫБОР СЕМЬИ 72,5%, без змж","349,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт термостатный КОЛОМЕНСКИЙ Черника 5%, без змж","139,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой БУРЕНКИНО Абрикос 1%, без змж","79,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Творог ЛЕНТА FRESH с манго 3,2%, без змж","89,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Масса творожная А.РОСТАГРОКОМПЛЕКС Особая с изюмом 23%, без змж","96,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт ряженковый ПРОСТОКВАШИНО со вкусом ванили 6%, без змж","57,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Напиток растительный ZINUS VEGAN Кокосовое 19%, с змж","109,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой АКТИБИО с малиной, без лактозы 1,5%, без змж","59,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Сметана ЛОСЕВО 20%, без змж","159,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Творог ХОЗЯЙСТВО ВАСИЛЬЕВОЙ с клубникой 3,2%, без змж","84,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой МАМА ЛАМА Клубника, банан 2,5%, без змж","48,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Кефир СЕЛО ЗЕЛЕНОЕ 1%, без змж","99,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,Маргарин ЛЕНТА 72%,"49,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт из творога 365 ДНЕЙ несладкий 24%, с змж","109,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Десерт молочный ПОТРЯСНЫЙ Котик фигурный Клубничный 6,5%, без змж","139,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой ЧУДО Банан, клубника, манго 1,9%, без змж","59,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Сырок творожный глазированный ТВОРОБУШКИ Молоко сгущенное вареное 20%, без змж","32,99"
